Yr,Mon,Contribs,Followers
2013, 9, 18, 14
2015, 8, 18, 2
2015, 2, 18, 0
2012, 12, 18, 0
2012, 3, 18, 0
2014, 5, 18, 5
2014, 4, 18, 1
2013, 2, 18, 1
2015, 8, 18, 0
2011, 11, 17, 2
2014, 8, 17, 8
2014, 4, 17, 0
2011, 6, 17, 13
2014, 11, 17, 0
2013, 10, 17, 3
2011, 7, 17, 0
2012, 12, 17, 4
2014, 12, 17, 0
2011, 3, 17, 5
2014, 10, 17, 0
2010, 1, 17, 5
2010, 12, 17, 7
2014, 4, 17, 4
2015, 10, 17, 0
2015, 11, 17, 1
2014, 10, 17, 0
2014, 4, 17, 2
2015, 5, 17, 0
2015, 8, 17, 0
2011, 9, 17, 0
2013, 11, 17, 8
2013, 2, 17, 0
2009, 9, 17, 2
2010, 5, 17, 1
2015, 5, 17, 0
2011, 5, 17, 2
2014, 7, 17, 0
2011, 4, 17, 2
2015, 10, 17, 2
2015, 6, 17, 2
2015, 9, 17, 0
2011, 12, 17, 5
2012, 9, 17, 2
2011, 6, 17, 6
2012, 2, 17, 0
2011, 4, 17, 2
2010, 9, 17, 7
2014, 7, 17, 6
2015, 2, 17, 0
2009, 12, 17, 1
2013, 7, 17, 0
2012, 7, 17, 0
2010, 5, 17, 10
2009, 9, 17, 42
2015, 3, 17, 0
2011, 12, 17, 7
2012, 2, 17, 6
2014, 12, 17, 1
2015, 1, 17, 1
2015, 4, 17, 0
2012, 5, 17, 1
2014, 8, 17, 0
2013, 10, 17, 2
2015, 4, 17, 0
2013, 12, 17, 1
2012, 11, 17, 1
2015, 4, 17, 0
2013, 10, 17, 0
2015, 4, 17, 0
2013, 8, 17, 1
2011, 3, 17, 0
2014, 5, 17, 1
2012, 2, 17, 3
2014, 3, 17, 1
2013, 4, 17, 0
2014, 4, 17, 1
2011, 11, 17, 3
2014, 3, 17, 1
2013, 12, 17, 5
2012, 7, 17, 4
2012, 12, 17, 0
2014, 5, 17, 2
2013, 4, 17, 1
2008, 8, 17, 32
2014, 8, 17, 4
2015, 6, 17, 1
2015, 4, 17, 0
2014, 6, 17, 2
2011, 6, 17, 15
2011, 11, 17, 3
2015, 11, 17, 0
2013, 5, 17, 0
2013, 6, 17, 2
2014, 10, 17, 2
2013, 7, 17, 2
2014, 2, 17, 0
2015, 6, 17, 1
2014, 1, 17, 1
2014, 12, 17, 2
2009, 12, 17, 30
2012, 12, 16, 2
2011, 6, 16, 3
2014, 7, 16, 1
2015, 11, 16, 0
2016, 1, 16, 0
2013, 9, 16, 0
2012, 3, 16, 2
2015, 3, 16, 2
2012, 3, 16, 1
2013, 2, 16, 1
2013, 12, 16, 4
2015, 9, 16, 1
2014, 11, 16, 0
2016, 2, 16, 3
2014, 10, 16, 1
2015, 9, 16, 0
2015, 2, 16, 2
2010, 5, 16, 7
2011, 9, 16, 3
2015, 9, 16, 1
2010, 11, 16, 9
2015, 3, 16, 0
2015, 3, 16, 0
2014, 9, 16, 1
2011, 3, 16, 1
2015, 2, 16, 1
2013, 11, 16, 0
2015, 4, 16, 0
2014, 6, 16, 1
2014, 10, 16, 0
2011, 1, 16, 0
2013, 9, 16, 2
2015, 4, 16, 0
2013, 11, 16, 3
2015, 1, 16, 1
2012, 9, 16, 0
2012, 10, 16, 7
2008, 2, 16, 27
2013, 10, 16, 0
2013, 5, 16, 0
2012, 7, 16, 0
2012, 9, 16, 2
2013, 11, 16, 0
2015, 2, 16, 0
2013, 2, 16, 0
2010, 11, 16, 12
2011, 3, 16, 0
2014, 3, 16, 1
2014, 3, 16, 2
2015, 9, 16, 0
2010, 9, 16, 3
2014, 11, 16, 0
2011, 3, 16, 31
2011, 10, 16, 8
2015, 10, 16, 0
2014, 12, 16, 3
2014, 10, 16, 2
2015, 3, 16, 0
2009, 12, 16, 6
2010, 6, 16, 2
2011, 11, 16, 3
2012, 10, 16, 4
2015, 3, 16, 0
2013, 3, 16, 0
2012, 12, 16, 9
2013, 10, 16, 0
2012, 8, 16, 6
2015, 8, 16, 0
2015, 6, 16, 0
2012, 6, 16, 4
2012, 8, 16, 1
2012, 6, 16, 0
2011, 9, 16, 0
2014, 10, 16, 0
2013, 12, 16, 0
2013, 5, 16, 0
2010, 9, 16, 104
2015, 7, 16, 0
2015, 7, 16, 0
2014, 2, 16, 3
2012, 2, 16, 1
2014, 9, 16, 7
2011, 7, 16, 5
2013, 6, 16, 0
2013, 4, 16, 0
2012, 4, 16, 4
2013, 1, 16, 2
2010, 6, 15, 4
2015, 2, 15, 4
2010, 1, 15, 31
2013, 11, 15, 8
2013, 12, 15, 3
2011, 8, 15, 2
2013, 9, 15, 3
2011, 2, 15, 3
2011, 3, 15, 3
2014, 9, 15, 3
2015, 3, 15, 0
2015, 5, 15, 0
2013, 8, 15, 1
2009, 7, 15, 1
2013, 12, 15, 1
2012, 12, 15, 7
2011, 9, 15, 0
2013, 6, 15, 2
2011, 9, 15, 0
2013, 6, 15, 3
2013, 10, 15, 1
2014, 10, 15, 6
2014, 5, 15, 7
2011, 8, 15, 6
2015, 6, 15, 0
2012, 3, 15, 24
2008, 5, 15, 51
2011, 8, 15, 7
2015, 12, 15, 1
2015, 6, 15, 0
2010, 6, 15, 6
2013, 12, 15, 1
2010, 11, 15, 5
2012, 11, 15, 6
2010, 1, 15, 5
2013, 4, 15, 0
2016, 1, 15, 0
2010, 9, 15, 4
2012, 12, 15, 5
2010, 5, 15, 4
2013, 3, 15, 0
2015, 8, 15, 0
2015, 8, 15, 4
2012, 11, 15, 3
2016, 1, 15, 1
2013, 3, 15, 0
2011, 1, 15, 7
2015, 5, 15, 0
2014, 1, 15, 0
2016, 1, 15, 0
2012, 8, 15, 0
2015, 1, 15, 1
2015, 4, 15, 1
2014, 11, 15, 1
2014, 4, 15, 0
2012, 3, 15, 0
2013, 12, 15, 0
2012, 3, 15, 0
2011, 3, 15, 8
2013, 12, 15, 0
2011, 4, 15, 9
2012, 7, 15, 21
2013, 3, 15, 8
2010, 10, 15, 1
2015, 3, 15, 2
2016, 1, 15, 3
2015, 2, 15, 1
2012, 5, 15, 10
2011, 4, 15, 10
2011, 5, 15, 0
2011, 2, 15, 0
2013, 12, 15, 0
2015, 10, 15, 2
2013, 2, 15, 0
2008, 5, 15, 27
2014, 10, 15, 0
2009, 5, 15, 19
2012, 4, 15, 7
2010, 10, 15, 1
2014, 10, 15, 0
2012, 7, 15, 5
2012, 7, 15, 5
2013, 1, 15, 2
2015, 3, 15, 3
2009, 4, 15, 9
2015, 9, 15, 3
2015, 1, 15, 1
2014, 12, 15, 0
2015, 8, 15, 0
2015, 6, 15, 0
2014, 1, 15, 2
2015, 6, 15, 0
2014, 7, 15, 1
2008, 9, 15, 8
2014, 8, 15, 6
2013, 1, 15, 32
2015, 3, 15, 4
2015, 1, 15, 4
2015, 8, 15, 0
2009, 11, 14, 0
2012, 1, 14, 31
2011, 1, 14, 3
2013, 4, 14, 2
2015, 3, 14, 1
2013, 3, 14, 3
2009, 5, 14, 5
2013, 4, 14, 3
2012, 1, 14, 0
2012, 3, 14, 0
2012, 6, 14, 0
2013, 12, 14, 4
2011, 7, 14, 4
2014, 2, 14, 0
2012, 12, 14, 2
2009, 2, 14, 0
2015, 4, 14, 0
2012, 11, 14, 12
2014, 2, 14, 0
2011, 8, 14, 17
2011, 10, 14, 1
2011, 12, 14, 1
2015, 3, 14, 0
2014, 12, 14, 1
2013, 5, 14, 6
2014, 5, 14, 0
2013, 6, 14, 0
2015, 1, 14, 1
2012, 11, 14, 6
2012, 11, 14, 2
2014, 3, 14, 0
2011, 4, 14, 3
2013, 6, 14, 0
2011, 6, 14, 3
2014, 7, 14, 0
2014, 8, 14, 0
2014, 4, 14, 0
2009, 12, 14, 2
2011, 6, 14, 2
2012, 7, 14, 0
2013, 9, 14, 3
2014, 10, 14, 0
2013, 2, 14, 0
2013, 1, 14, 0
2012, 10, 14, 6
2012, 2, 14, 4
2014, 6, 14, 1
2014, 1, 14, 0
2008, 12, 14, 6
2012, 1, 14, 4
2012, 6, 14, 0
2014, 11, 14, 0
2015, 1, 14, 1
2014, 10, 14, 3
2016, 1, 14, 0
2012, 5, 14, 5
2015, 1, 14, 1
2015, 11, 14, 0
2011, 5, 14, 10
2013, 10, 14, 1
2013, 2, 14, 1
2014, 4, 14, 2
2014, 12, 14, 0
2013, 5, 14, 0
2014, 2, 14, 4
2013, 8, 14, 1
2008, 8, 14, 4
2015, 1, 14, 1
2013, 11, 14, 0
2010, 8, 14, 9
2012, 5, 14, 0
2015, 6, 14, 1
2012, 4, 14, 0
2015, 11, 14, 1
2014, 4, 14, 1
2012, 11, 14, 0
2014, 9, 14, 2
2012, 2, 14, 133
2013, 3, 14, 0
2012, 9, 14, 0
2013, 10, 14, 4
2011, 10, 14, 5
2015, 6, 14, 0
2013, 6, 14, 0
2013, 7, 14, 3
2014, 3, 14, 0
2013, 3, 14, 1
2014, 8, 13, 2
2015, 8, 13, 0
2013, 7, 13, 1
2015, 9, 13, 1
2014, 3, 13, 0
2014, 2, 13, 0
2015, 3, 13, 0
2012, 7, 13, 0
2013, 5, 13, 0
2015, 4, 13, 1
2014, 10, 13, 4
2010, 12, 13, 21
2015, 6, 13, 3
2013, 12, 13, 1
2012, 6, 13, 25
2013, 5, 13, 5
2015, 3, 13, 0
2012, 1, 13, 4
2015, 3, 13, 0
2008, 9, 13, 32
2014, 5, 13, 2
2008, 6, 13, 15
2015, 3, 13, 0
2014, 3, 13, 0
2016, 2, 13, 0
2014, 5, 13, 0
2011, 3, 13, 2
2013, 11, 13, 2
2012, 6, 13, 10
2013, 10, 13, 1
2014, 9, 13, 4
2015, 2, 13, 0
2011, 1, 13, 4
2014, 4, 13, 5
2012, 4, 13, 9
2010, 10, 13, 8
2012, 12, 13, 3
2010, 11, 13, 15
2011, 1, 13, 0
2015, 3, 13, 0
2013, 6, 13, 3
2015, 3, 13, 0
2012, 10, 13, 11
2015, 8, 13, 0
2015, 4, 13, 0
2011, 4, 13, 2
2014, 10, 13, 2
2013, 3, 13, 0
2014, 12, 13, 7
2012, 12, 13, 7
2014, 3, 13, 0
2011, 11, 13, 2
2011, 4, 13, 2
2013, 3, 13, 0
2014, 12, 13, 0
2014, 7, 13, 1
2014, 4, 13, 7
2015, 2, 13, 1
2015, 7, 13, 1
2015, 10, 13, 3
2012, 2, 13, 2
2012, 11, 13, 2
2013, 11, 13, 6
2014, 3, 13, 1
2015, 4, 13, 0
2013, 4, 13, 1
2015, 9, 13, 0
2014, 9, 13, 2
2011, 7, 13, 11
2014, 8, 13, 0
2012, 7, 13, 0
2012, 4, 13, 4
2015, 12, 13, 0
2015, 8, 13, 1
2015, 10, 13, 0
2013, 6, 13, 0
2014, 6, 13, 0
2014, 3, 13, 4
2015, 7, 13, 1
2012, 3, 13, 1
2013, 4, 13, 2
2015, 1, 13, 2
2011, 4, 13, 3
2012, 3, 13, 1
2012, 4, 13, 3
2015, 5, 13, 1
2009, 3, 13, 9
2015, 12, 13, 0
2015, 1, 13, 1
2012, 3, 13, 9
2009, 4, 13, 137
2015, 4, 13, 3
2014, 12, 13, 1
2009, 3, 13, 15
2012, 10, 13, 0
2012, 3, 13, 7
2014, 10, 13, 0
2013, 6, 13, 1
2015, 1, 13, 0
2012, 7, 13, 0
2015, 3, 13, 4
2013, 4, 13, 3
2014, 1, 13, 0
2014, 9, 13, 2
2009, 11, 13, 13
2015, 6, 13, 0
2012, 10, 12, 3
2012, 9, 12, 0
2012, 6, 12, 1
2012, 10, 12, 0
2012, 6, 12, 2
2015, 8, 12, 0
2013, 1, 12, 10
2010, 11, 12, 0
2014, 10, 12, 0
2012, 5, 12, 3
2013, 2, 12, 2
2012, 9, 12, 1
2011, 3, 12, 0
2013, 1, 12, 2
2015, 1, 12, 1
2014, 11, 12, 0
2013, 1, 12, 2
2013, 2, 12, 1
2013, 2, 12, 1
2014, 6, 12, 1
2015, 8, 12, 1
2010, 4, 12, 1
2014, 12, 12, 0
2013, 2, 12, 0
2013, 5, 12, 263
2015, 6, 12, 2
2014, 2, 12, 0
2012, 4, 12, 26
2014, 6, 12, 0
2012, 2, 12, 0
2014, 1, 12, 0
2012, 3, 12, 0
2014, 11, 12, 1
2013, 4, 12, 2
2014, 7, 12, 3
2015, 12, 12, 1
2015, 2, 12, 1
2013, 10, 12, 0
2013, 5, 12, 1
2014, 10, 12, 2
2013, 5, 12, 1
2014, 1, 12, 0
2014, 10, 12, 2
2012, 1, 12, 2
2012, 9, 12, 3
2010, 9, 12, 4
2015, 1, 12, 8
2008, 2, 12, 4
2008, 12, 12, 10
2013, 4, 12, 0
2013, 5, 12, 0
2012, 3, 12, 3
2010, 5, 12, 4
2015, 7, 12, 0
2015, 5, 12, 0
2012, 9, 12, 4
2010, 12, 12, 4
2012, 7, 12, 0
2014, 10, 12, 4
2014, 10, 12, 4
2015, 4, 12, 0
2013, 12, 12, 1
2011, 10, 12, 9
2010, 10, 12, 7
2013, 7, 12, 3
2012, 6, 12, 0
2014, 10, 12, 9
2015, 11, 12, 0
2009, 1, 12, 18
2015, 4, 12, 0
2012, 10, 12, 8
2011, 8, 12, 4
2012, 7, 12, 0
2013, 6, 12, 0
2014, 9, 12, 0
2014, 9, 12, 0
2013, 10, 12, 2
2011, 8, 12, 4
2013, 7, 12, 0
2015, 5, 12, 0
2015, 9, 12, 0
2011, 11, 12, 2
2014, 9, 12, 1
2009, 4, 12, 0
2013, 6, 12, 0
2015, 10, 12, 0
2010, 9, 12, 16
2011, 9, 12, 2
2010, 9, 12, 18
2010, 10, 12, 172
2013, 10, 12, 5
2012, 2, 12, 0
2012, 7, 11, 1
2015, 4, 11, 5
2014, 3, 11, 2
2011, 7, 11, 2
2013, 11, 11, 1
2013, 11, 11, 1
2013, 12, 11, 3
2014, 10, 11, 1
2012, 8, 11, 1
2013, 9, 11, 1
2011, 9, 11, 6
2012, 5, 11, 9
2013, 5, 11, 0
2016, 1, 11, 2
2014, 12, 11, 0
2015, 2, 11, 2
2013, 9, 11, 3
2016, 2, 11, 0
2014, 11, 11, 0
2012, 7, 11, 0
2012, 6, 11, 0
2014, 5, 11, 0
2013, 6, 11, 0
2015, 2, 11, 2
2014, 1, 11, 0
2015, 6, 11, 0
2011, 4, 11, 10
2015, 5, 11, 1
2011, 6, 11, 4
2010, 5, 11, 17
2013, 4, 11, 3
2014, 8, 11, 0
2013, 9, 11, 1
2014, 3, 11, 0
2011, 9, 11, 4
2013, 9, 11, 2
2014, 4, 11, 2
2013, 12, 11, 3
2013, 7, 11, 11
2010, 10, 11, 166
2012, 9, 11, 2
2015, 1, 11, 0
2014, 9, 11, 0
2013, 9, 11, 0
2015, 1, 11, 1
2013, 9, 11, 5
2009, 8, 11, 26
2014, 6, 11, 3
2013, 1, 11, 1
2013, 7, 11, 0
2013, 9, 11, 0
2009, 10, 11, 4
2013, 6, 11, 0
2015, 5, 11, 2
2015, 3, 11, 0
2014, 1, 11, 0
2013, 9, 11, 1
2014, 9, 11, 1
2013, 8, 11, 0
2014, 4, 11, 1
2013, 4, 11, 0
2011, 5, 11, 0
2013, 1, 11, 1
2012, 4, 11, 5
2016, 1, 11, 0
2016, 2, 11, 3
2010, 11, 11, 14
2011, 6, 11, 4
2013, 9, 11, 0
2015, 4, 11, 0
2013, 5, 11, 0
2012, 2, 11, 2
2010, 7, 11, 25
2011, 3, 11, 5
2013, 10, 11, 2
2014, 5, 11, 4
2015, 2, 11, 0
2013, 2, 11, 0
2014, 3, 11, 4
2012, 11, 11, 6
2013, 3, 11, 6
2014, 11, 11, 0
2013, 10, 11, 0
2013, 8, 11, 0
2013, 1, 11, 3
2013, 2, 11, 4
2015, 6, 11, 0
2012, 7, 11, 23
2013, 6, 11, 0
2012, 5, 11, 2
2015, 4, 11, 0
2013, 1, 11, 6
2015, 10, 11, 1
2015, 10, 11, 2
2013, 4, 11, 1
2012, 5, 11, 19
2013, 11, 11, 1
2015, 5, 11, 0
2012, 6, 11, 12
2015, 9, 11, 2
2011, 1, 11, 1
2014, 7, 11, 0
2009, 10, 11, 31
2014, 1, 11, 1
2015, 5, 11, 0
2015, 2, 11, 0
2012, 5, 11, 2
2012, 11, 11, 16
2015, 7, 11, 0
2014, 7, 11, 0
2009, 12, 11, 3
2014, 10, 11, 1
2012, 12, 11, 0
2014, 11, 11, 1
2014, 1, 11, 0
2015, 3, 11, 12
2013, 5, 11, 1
2016, 1, 11, 0
2014, 3, 11, 5
2013, 3, 10, 3
2012, 10, 10, 1
2011, 9, 10, 3
2015, 4, 10, 0
2015, 4, 10, 0
2013, 9, 10, 6
2015, 6, 10, 0
2015, 6, 10, 0
2013, 10, 10, 8
2015, 4, 10, 0
2011, 3, 10, 4
2015, 11, 10, 0
2014, 2, 10, 8
2015, 3, 10, 0
2014, 9, 10, 1
2010, 9, 10, 13
2013, 6, 10, 0
2015, 9, 10, 0
2015, 2, 10, 0
2011, 9, 10, 2
2012, 9, 10, 2
2015, 1, 10, 0
2013, 8, 10, 0
2014, 9, 10, 0
2014, 9, 10, 3
2011, 9, 10, 1
2011, 11, 10, 1
2009, 4, 10, 1
2014, 1, 10, 0
2015, 3, 10, 0
2015, 6, 10, 0
2013, 8, 10, 0
2013, 6, 10, 0
2014, 6, 10, 2
2015, 1, 10, 0
2015, 10, 10, 0
2013, 7, 10, 1
2012, 4, 10, 0
2015, 3, 10, 0
2014, 9, 10, 0
2015, 6, 10, 0
2013, 10, 10, 2
2012, 12, 10, 0
2011, 12, 10, 0
2014, 11, 10, 13
2012, 9, 10, 0
2013, 6, 10, 1
2013, 6, 10, 2
2015, 3, 10, 0
2012, 10, 10, 0
2012, 6, 10, 1
2012, 11, 10, 0
2015, 4, 10, 0
2012, 12, 10, 0
2014, 2, 10, 2
2015, 9, 10, 0
2010, 12, 10, 7
2010, 2, 10, 7
2015, 8, 10, 0
2013, 10, 10, 1
2015, 3, 10, 3
2013, 6, 10, 6
2011, 11, 10, 6
2015, 8, 10, 0
2015, 8, 10, 0
2015, 7, 10, 0
2015, 7, 10, 0
2012, 7, 10, 2
2013, 8, 10, 10
2013, 1, 10, 5
2012, 1, 10, 8
2015, 4, 10, 3
2012, 3, 10, 6
2009, 7, 10, 40
2015, 5, 10, 0
2015, 10, 10, 1
2013, 5, 10, 0
2013, 2, 10, 3
2014, 12, 10, 0
2012, 2, 10, 3
2010, 7, 10, 4
2014, 11, 10, 2
2013, 1, 10, 2
2014, 1, 10, 8
2014, 10, 10, 2
2014, 4, 10, 1
2014, 3, 10, 0
2013, 10, 10, 0
2010, 6, 10, 3
2011, 5, 10, 0
2015, 9, 10, 0
2012, 1, 10, 2
2014, 6, 10, 1
2013, 2, 10, 0
2014, 7, 10, 0
2013, 2, 10, 0
2011, 5, 10, 0
2011, 2, 10, 0
2013, 2, 10, 0
2013, 4, 10, 1
2008, 9, 10, 30
2014, 6, 10, 1
2015, 7, 10, 1
2013, 12, 10, 0
2014, 11, 10, 0
2015, 4, 10, 1
2015, 3, 10, 1
2014, 6, 10, 0
2009, 9, 10, 6
2010, 11, 10, 3
2014, 10, 10, 1
2014, 5, 10, 0
2013, 4, 10, 3
2009, 6, 10, 29
2013, 4, 10, 3
2015, 11, 10, 2
2010, 10, 10, 1
2012, 6, 10, 13
2014, 7, 10, 0
2013, 3, 10, 3
2011, 2, 10, 0
2015, 2, 10, 0
2014, 6, 10, 0
2015, 10, 10, 2
2014, 7, 10, 0
2015, 4, 10, 2
2015, 10, 10, 1
2014, 10, 10, 1
2015, 3, 10, 1
2014, 4, 10, 0
2013, 4, 10, 4
2013, 4, 10, 4
2014, 6, 10, 0
2013, 3, 10, 4
2014, 10, 10, 1
2015, 3, 10, 1
2011, 11, 9, 6
2013, 5, 9, 4
2013, 10, 9, 0
2014, 3, 9, 0
2013, 10, 9, 0
2014, 2, 9, 0
2013, 4, 9, 4
2010, 6, 9, 2
2015, 10, 9, 1
2014, 6, 9, 0
2014, 12, 9, 1
2012, 2, 9, 0
2013, 4, 9, 7
2015, 10, 9, 2
2011, 1, 9, 0
2012, 7, 9, 16
2010, 1, 9, 1
2012, 6, 9, 12
2012, 4, 9, 11
2010, 11, 9, 1
2012, 4, 9, 10
2013, 4, 9, 2
2015, 12, 9, 2
2010, 10, 9, 1
2014, 5, 9, 0
2010, 11, 9, 1
2015, 3, 9, 1
2008, 6, 9, 29
2014, 4, 9, 0
2015, 6, 9, 1
2014, 7, 9, 1
2013, 5, 9, 2
2014, 6, 9, 0
2014, 5, 9, 0
2013, 10, 9, 0
2014, 11, 9, 1
2012, 1, 9, 1
2012, 5, 9, 6
2014, 10, 9, 0
2014, 1, 9, 23
2013, 1, 9, 1
2013, 2, 9, 1
2014, 10, 9, 2
2015, 5, 9, 0
2014, 11, 9, 0
2012, 4, 9, 5
2010, 12, 9, 4
2012, 3, 9, 3
2014, 1, 9, 11
2014, 7, 9, 1
2013, 2, 9, 2
2014, 4, 9, 1
2013, 2, 9, 2
2013, 5, 9, 0
2011, 6, 9, 10
2015, 6, 9, 0
2012, 5, 9, 4
2015, 10, 9, 1
2013, 11, 9, 1
2015, 10, 9, 0
2014, 10, 9, 3
2015, 12, 9, 0
2012, 1, 9, 5
2013, 4, 9, 0
2013, 3, 9, 0
2011, 8, 9, 9
2014, 12, 9, 0
2011, 7, 9, 9
2013, 4, 9, 0
2014, 11, 9, 0
2015, 10, 9, 1
2010, 10, 9, 0
2013, 10, 9, 1
2010, 11, 9, 5
2011, 4, 9, 1
2011, 7, 9, 7
2010, 3, 9, 6
2013, 12, 9, 1
2012, 9, 9, 2
2015, 3, 9, 0
2012, 8, 9, 2
2015, 12, 9, 1
2016, 2, 9, 0
2012, 3, 9, 0
2014, 1, 9, 1
2015, 9, 9, 0
2010, 10, 9, 7
2012, 6, 9, 1
2016, 2, 9, 2
2011, 9, 9, 6
2013, 12, 9, 1
2011, 6, 9, 5
2013, 12, 9, 1
2016, 2, 9, 0
2010, 11, 9, 8
2015, 4, 9, 0
2014, 4, 9, 1
2012, 12, 9, 0
2015, 5, 9, 6
2012, 6, 9, 1
2008, 12, 9, 8
2014, 1, 9, 1
2015, 7, 9, 0
2013, 8, 9, 1
2014, 2, 9, 3
2010, 11, 9, 9
2014, 5, 9, 1
2012, 4, 9, 0
2011, 7, 9, 0
2012, 11, 9, 1
2012, 5, 9, 0
2014, 8, 9, 0
2012, 8, 9, 0
2014, 1, 9, 0
2014, 1, 9, 0
2013, 9, 9, 0
2013, 7, 9, 0
2014, 3, 9, 3
2011, 7, 9, 1
2014, 9, 9, 0
2011, 12, 9, 4
2014, 7, 9, 2
2015, 1, 9, 0
2015, 6, 9, 0
2011, 9, 9, 1
2014, 9, 9, 0
2015, 3, 9, 0
2015, 11, 9, 0
2015, 3, 9, 0
2015, 3, 9, 0
2014, 4, 9, 3
2015, 4, 9, 0
2014, 3, 9, 3
2008, 10, 9, 10
2011, 10, 9, 1
2015, 5, 9, 0
2015, 5, 9, 0
2011, 10, 9, 4
2015, 4, 9, 0
2013, 11, 9, 2
2010, 10, 9, 11
2015, 5, 9, 0
2015, 2, 9, 1
2012, 10, 9, 4
2009, 11, 9, 12
2010, 10, 9, 12
2012, 10, 9, 5
2014, 3, 9, 10
2010, 6, 9, 17
2011, 2, 9, 4
2013, 10, 9, 14
2013, 10, 9, 3
2015, 2, 9, 0
2013, 10, 9, 4
2016, 1, 9, 0
2010, 2, 9, 21
2014, 5, 9, 2
2012, 12, 9, 8
2015, 7, 9, 0
2015, 1, 9, 0
2015, 4, 9, 0
2010, 2, 9, 35
2013, 10, 9, 4
2015, 2, 9, 0
2010, 10, 9, 55
2014, 2, 9, 5
2012, 8, 9, 0
2014, 11, 8, 1
2012, 1, 8, 14
2016, 2, 8, 0
2013, 4, 8, 2
2014, 9, 8, 1
2011, 11, 8, 3
2013, 9, 8, 0
2014, 11, 8, 0
2012, 3, 8, 4
2012, 5, 8, 4
2011, 12, 8, 1
2013, 10, 8, 2
2016, 1, 8, 0
2015, 2, 8, 0
2015, 1, 8, 0
2014, 11, 8, 0
2014, 12, 8, 1
2012, 4, 8, 0
2013, 3, 8, 1
2015, 10, 8, 3
2010, 11, 8, 0
2014, 5, 8, 0
2015, 11, 8, 0
2014, 8, 8, 0
2008, 9, 8, 58
2014, 11, 8, 1
2012, 2, 8, 1
2011, 7, 8, 0
2015, 11, 8, 0
2010, 5, 8, 7
2011, 12, 8, 0
2012, 2, 8, 10
2010, 10, 8, 0
2013, 1, 8, 5
2013, 5, 8, 6
2013, 2, 8, 5
2010, 8, 8, 0
2014, 3, 8, 3
2011, 6, 8, 7
2014, 9, 8, 0
2012, 1, 8, 0
2010, 12, 8, 0
2013, 5, 8, 0
2014, 9, 8, 0
2012, 4, 8, 0
2012, 6, 8, 3
2013, 5, 8, 0
2013, 9, 8, 1
2014, 10, 8, 0
2013, 1, 8, 0
2011, 4, 8, 0
2014, 10, 8, 1
2015, 3, 8, 1
2011, 8, 8, 0
2016, 2, 8, 0
2015, 9, 8, 1
2015, 6, 8, 4
2013, 1, 8, 3
2015, 3, 8, 1
2015, 9, 8, 1
2010, 12, 8, 5
2014, 10, 8, 0
2013, 2, 8, 0
2015, 10, 8, 0
2013, 1, 8, 0
2011, 7, 8, 6
2013, 9, 8, 5
2014, 3, 8, 2
2014, 6, 8, 0
2015, 9, 8, 0
2012, 8, 8, 1
2012, 12, 8, 0
2015, 10, 8, 0
2008, 8, 8, 18
2012, 11, 8, 0
2011, 4, 8, 11
2013, 12, 8, 1
2012, 10, 8, 0
2015, 6, 8, 0
2010, 11, 8, 6
2015, 2, 8, 0
2010, 3, 8, 2
2012, 8, 8, 6
2014, 7, 8, 0
2015, 3, 8, 0
2014, 12, 8, 1
2013, 12, 8, 1
2015, 3, 8, 0
2012, 7, 8, 0
2011, 4, 8, 1
2013, 5, 8, 1
2011, 3, 8, 0
2011, 1, 8, 88
2015, 10, 8, 6
2012, 9, 8, 0
2009, 10, 8, 0
2009, 9, 8, 3
2014, 4, 8, 0
2015, 7, 8, 6
2015, 11, 8, 0
2015, 9, 8, 0
2011, 4, 8, 1
2013, 12, 8, 0
2012, 9, 8, 0
2010, 10, 8, 2
2011, 7, 8, 1
2016, 2, 8, 2
2014, 7, 8, 1
2013, 7, 8, 1
2014, 7, 8, 1
2009, 2, 8, 7
2014, 3, 8, 1
2015, 7, 8, 0
2012, 3, 8, 2
2011, 9, 8, 0
2011, 11, 8, 0
2011, 12, 8, 2
2013, 2, 8, 0
2011, 4, 8, 4
2013, 12, 8, 3
2015, 4, 8, 0
2016, 1, 8, 2
2012, 11, 8, 0
2011, 7, 8, 0
2015, 5, 8, 0
2009, 5, 8, 10
2015, 12, 8, 0
2015, 3, 8, 4
2015, 6, 8, 0
2015, 3, 8, 0
2015, 11, 8, 0
2015, 7, 8, 0
2009, 6, 8, 5
2014, 7, 8, 1
2012, 4, 8, 12
2015, 4, 8, 0
2015, 4, 8, 1
2012, 9, 8, 0
2011, 7, 8, 8
2013, 6, 8, 1
2015, 2, 8, 4
2009, 1, 8, 0
2011, 7, 8, 19
2011, 6, 8, 1
2014, 10, 8, 0
2015, 10, 8, 0
2013, 6, 8, 0
2011, 7, 8, 5
2015, 1, 8, 1
2010, 7, 8, 0
2011, 3, 8, 1
2014, 3, 8, 0
2013, 7, 8, 5
2015, 2, 8, 0
2013, 9, 8, 2
2011, 4, 8, 9
2014, 10, 8, 0
2013, 11, 8, 2
2013, 12, 8, 4
2014, 5, 7, 1
2014, 5, 7, 2
2016, 1, 7, 0
2016, 2, 7, 0
2014, 4, 7, 2
2008, 9, 7, 51
2008, 5, 7, 16
2016, 1, 7, 0
2009, 3, 7, 11
2016, 2, 7, 2
2014, 4, 7, 2
2016, 2, 7, 3
2008, 9, 7, 6
