Yr,Mon,Contribs,Followers
2013, 9, 15, 0
2013, 10, 15, 0
2013, 11, 15, 0
2013, 3, 15, 0
2015, 9, 15, 1
2010, 11, 15, 4
2011, 9, 15, 0
2013, 1, 15, 5
2012, 2, 15, 0
2009, 4, 15, 137
2015, 2, 15, 0
2015, 8, 15, 0
2012, 7, 15, 5
2014, 12, 15, 0
2014, 3, 15, 0
2011, 5, 15, 0
2015, 8, 15, 0
2010, 9, 15, 4
2012, 7, 15, 0
2013, 12, 15, 3
2014, 8, 15, 0
2012, 3, 15, 0
2013, 12, 15, 1
2015, 8, 15, 4
2012, 3, 14, 0
2010, 6, 14, 0
2012, 10, 14, 6
2015, 5, 14, 0
2011, 6, 14, 3
2014, 3, 14, 1
2011, 4, 14, 3
2013, 12, 14, 4
2016, 1, 14, 3
2015, 9, 14, 0
2012, 12, 14, 3
2015, 10, 14, 0
2011, 3, 14, 1
2010, 8, 14, 9
2011, 12, 14, 2
2015, 6, 14, 0
2015, 9, 14, 0
2013, 9, 14, 1
2015, 10, 14, 0
2012, 6, 14, 0
2009, 11, 14, 13
2015, 2, 14, 0
2012, 5, 14, 5
2014, 7, 14, 0
2015, 1, 14, 1
2013, 1, 14, 0
2009, 2, 14, 0
2014, 2, 14, 0
2013, 9, 14, 3
2013, 7, 14, 4
2015, 1, 14, 1
2013, 4, 14, 2
2014, 3, 14, 0
2014, 2, 14, 2
2015, 4, 14, 0
2011, 6, 14, 2
2013, 5, 14, 259
2015, 11, 14, 0
2015, 7, 14, 0
2014, 10, 14, 3
2011, 3, 14, 8
2012, 1, 14, 5
2015, 1, 14, 0
2015, 1, 14, 1
2013, 3, 14, 0
2009, 12, 14, 2
2009, 8, 14, 24
2014, 7, 14, 0
2012, 11, 14, 0
2014, 10, 14, 3
2011, 7, 14, 4
2014, 5, 14, 0
2009, 11, 14, 0
2015, 10, 14, 0
2015, 2, 14, 0
2011, 2, 14, 8
2008, 5, 14, 26
2012, 5, 14, 5
2015, 1, 14, 2
2014, 10, 14, 3
2015, 3, 14, 0
2012, 1, 14, 0
2010, 5, 14, 7
2013, 11, 14, 6
2012, 11, 14, 6
2014, 12, 14, 1
2014, 4, 14, 1
2013, 10, 14, 4
2014, 12, 14, 0
2008, 12, 14, 5
2013, 6, 14, 1
2010, 5, 14, 4
2014, 1, 14, 2
2013, 4, 14, 3
2012, 4, 14, 0
2013, 8, 14, 1
2014, 10, 14, 0
2008, 6, 14, 15
2013, 7, 14, 2
2012, 6, 14, 0
2015, 11, 14, 1
2012, 9, 14, 0
2008, 8, 14, 3
2011, 6, 14, 15
2010, 5, 14, 10
2015, 6, 14, 1
2015, 12, 14, 1
2012, 4, 13, 9
2013, 3, 13, 0
2011, 6, 13, 4
2013, 10, 13, 1
2014, 1, 13, 5
2014, 10, 13, 1
2012, 6, 13, 10
2012, 4, 13, 4
2013, 6, 13, 5
2015, 2, 13, 1
2013, 7, 13, 1
2014, 10, 13, 5
2014, 2, 13, 0
2014, 12, 13, 7
2013, 2, 13, 0
2015, 4, 13, 0
2012, 3, 13, 4
2013, 5, 13, 0
2015, 7, 13, 1
2015, 4, 13, 1
2014, 3, 13, 0
2015, 6, 13, 3
2014, 10, 13, 5
2014, 10, 13, 1
2014, 7, 13, 1
2014, 12, 13, 1
2012, 7, 13, 0
2015, 3, 13, 0
2015, 8, 13, 0
2012, 3, 13, 1
2011, 8, 13, 14
2014, 4, 13, 5
2013, 7, 13, 0
2009, 3, 13, 15
2015, 4, 13, 3
2011, 9, 13, 1
2010, 6, 13, 3
2013, 7, 13, 0
2015, 4, 13, 0
2010, 11, 13, 16
2010, 1, 13, 5
2015, 12, 13, 0
2014, 5, 13, 1
2014, 9, 13, 0
2010, 10, 13, 8
2011, 5, 13, 18
2013, 6, 13, 3
2014, 9, 13, 4
2014, 10, 13, 0
2012, 10, 13, 0
2014, 4, 13, 6
2012, 6, 13, 4
2015, 3, 13, 4
2015, 5, 13, 1
2011, 12, 13, 1
2015, 6, 13, 0
2015, 11, 13, 0
2013, 1, 13, 2
2014, 6, 13, 0
2010, 12, 13, 21
2011, 4, 13, 2
2015, 8, 13, 0
2014, 6, 13, 0
2011, 11, 13, 2
2012, 6, 13, 25
2013, 6, 13, 1
2010, 10, 13, 2
2008, 4, 13, 28
2015, 3, 13, 0
2010, 1, 13, 31
2008, 9, 13, 31
2013, 6, 13, 0
2015, 1, 13, 2
2015, 1, 13, 0
2014, 10, 13, 2
2015, 2, 13, 0
2012, 2, 13, 2
2014, 5, 13, 0
2015, 12, 13, 5
2014, 9, 13, 2
2013, 3, 13, 0
2015, 3, 13, 0
2011, 4, 13, 2
2014, 4, 13, 2
2013, 4, 13, 2
2011, 1, 13, 0
2011, 4, 13, 0
2013, 11, 13, 2
2012, 3, 13, 9
2015, 2, 13, 0
2015, 3, 13, 0
2010, 10, 13, 164
2011, 9, 13, 2
2015, 3, 13, 4
2014, 4, 13, 4
2014, 1, 13, 2
2012, 3, 13, 7
2015, 3, 13, 0
2014, 8, 13, 0
2013, 6, 12, 0
2013, 7, 12, 3
2015, 5, 12, 0
2012, 6, 12, 1
2015, 4, 12, 0
2010, 11, 12, 0
2015, 5, 12, 1
2013, 6, 12, 0
2014, 11, 12, 0
2011, 8, 12, 4
2014, 1, 12, 0
2014, 5, 12, 3
2012, 6, 12, 1
2009, 3, 12, 9
2013, 1, 12, 3
2009, 12, 12, 5
2010, 6, 12, 2
2013, 1, 12, 10
2010, 4, 12, 1
2012, 12, 12, 3
2013, 2, 12, 0
2015, 11, 12, 0
2014, 10, 12, 0
2015, 8, 12, 1
2013, 2, 12, 2
2012, 12, 12, 2
2011, 1, 12, 1
2014, 12, 12, 0
2014, 2, 12, 0
2015, 1, 12, 2
2015, 11, 12, 0
2014, 9, 12, 0
2014, 10, 12, 2
2012, 8, 12, 4
2014, 3, 12, 2
2012, 3, 12, 3
2013, 10, 12, 0
2011, 3, 12, 2
2014, 3, 12, 0
2014, 8, 12, 0
2014, 7, 12, 3
2010, 9, 12, 4
2013, 5, 12, 1
2014, 8, 12, 0
2010, 5, 12, 4
2013, 3, 12, 1
2010, 10, 12, 6
2014, 4, 12, 2
2013, 2, 12, 1
2012, 10, 12, 8
2015, 10, 12, 0
2012, 6, 12, 2
2015, 7, 12, 0
2015, 9, 12, 0
2012, 10, 12, 12
2012, 7, 12, 21
2014, 10, 12, 3
2014, 10, 12, 9
2014, 9, 12, 1
2013, 7, 12, 12
2009, 4, 12, 0
2011, 3, 12, 0
2013, 10, 12, 2
2015, 8, 12, 0
2013, 4, 12, 1
2011, 3, 12, 3
2012, 3, 12, 1
2015, 3, 12, 2
2012, 9, 12, 0
2011, 11, 12, 2
2013, 6, 12, 1
2012, 7, 12, 0
2012, 1, 12, 2
2012, 2, 12, 0
2015, 2, 12, 0
2015, 6, 12, 2
2012, 11, 12, 2
2010, 12, 12, 4
2014, 1, 12, 1
2015, 4, 12, 0
2014, 1, 12, 0
2015, 1, 12, 8
2012, 5, 12, 3
2014, 11, 12, 1
2010, 9, 12, 18
2013, 1, 12, 2
2008, 5, 12, 50
2013, 10, 12, 5
2009, 6, 12, 26
2013, 6, 12, 8
2015, 1, 12, 0
2015, 6, 12, 0
2014, 6, 12, 1
2015, 1, 12, 1
2014, 6, 12, 7
2012, 9, 12, 4
2013, 11, 12, 0
2012, 7, 12, 0
2015, 12, 12, 1
2014, 11, 12, 0
2012, 6, 12, 0
2013, 10, 12, 2
2013, 5, 12, 1
2015, 9, 12, 0
2013, 6, 12, 0
2014, 7, 11, 0
2015, 10, 11, 0
2015, 9, 11, 0
2015, 6, 11, 0
2015, 2, 11, 0
2014, 11, 11, 1
2013, 9, 11, 2
2015, 3, 11, 0
2014, 6, 11, 1
2013, 5, 11, 0
2015, 1, 11, 0
2014, 1, 11, 6
2013, 9, 11, 1
2014, 11, 11, 0
2015, 8, 11, 0
2015, 2, 11, 2
2011, 8, 11, 2
2014, 10, 11, 1
2012, 5, 11, 6
2014, 5, 11, 0
2015, 5, 11, 2
2012, 5, 11, 9
2015, 4, 11, 0
2012, 7, 11, 4
2015, 10, 11, 2
2016, 1, 11, 0
2012, 12, 11, 0
2012, 9, 11, 2
2010, 11, 11, 0
2014, 3, 11, 4
2015, 2, 11, 0
2012, 6, 11, 0
2014, 11, 11, 0
2015, 5, 11, 0
2009, 10, 11, 31
2010, 10, 11, 1
2013, 4, 11, 0
2015, 9, 11, 2
2013, 12, 11, 4
2012, 4, 11, 4
2012, 10, 11, 4
2015, 2, 11, 2
2009, 10, 11, 4
2014, 5, 11, 4
2014, 3, 11, 1
2011, 4, 11, 10
2013, 2, 11, 1
2015, 1, 11, 1
2011, 3, 11, 5
2011, 6, 11, 10
2015, 5, 11, 1
2013, 6, 11, 2
2010, 7, 11, 25
2012, 6, 11, 12
2014, 10, 11, 1
2012, 7, 11, 0
2014, 12, 11, 0
2011, 9, 11, 6
2012, 7, 11, 0
2014, 5, 11, 0
2014, 7, 11, 0
2015, 8, 11, 0
2015, 7, 11, 0
2014, 10, 11, 1
2013, 1, 11, 0
2012, 8, 11, 1
2013, 11, 11, 1
2012, 5, 11, 2
2013, 4, 11, 1
2013, 1, 11, 1
2013, 3, 11, 3
2014, 5, 11, 0
2010, 11, 11, 1
2015, 5, 11, 0
2013, 2, 11, 0
2009, 1, 11, 18
2014, 4, 11, 1
2013, 12, 11, 3
2013, 5, 11, 1
2013, 10, 11, 0
2013, 9, 11, 1
2015, 2, 11, 0
2012, 2, 11, 17
2013, 10, 11, 0
2011, 6, 11, 4
2013, 11, 11, 1
2014, 5, 11, 16
2014, 4, 11, 2
2015, 6, 11, 0
2013, 3, 11, 3
2013, 5, 11, 1
2014, 1, 11, 0
2013, 2, 11, 4
2011, 5, 11, 0
2014, 3, 11, 3
2014, 3, 11, 5
2013, 9, 11, 0
2011, 12, 11, 1
2014, 3, 11, 3
2015, 4, 11, 0
2013, 6, 11, 0
2014, 1, 11, 0
2014, 3, 11, 0
2013, 6, 11, 0
2013, 8, 11, 0
2014, 4, 11, 1
2014, 3, 11, 1
2013, 9, 11, 0
2014, 1, 11, 1
2013, 2, 11, 0
2013, 11, 10, 1
2014, 6, 10, 1
2012, 6, 10, 1
2012, 10, 10, 1
2015, 3, 10, 0
2013, 8, 10, 0
2012, 1, 10, 1
2013, 8, 10, 0
2015, 4, 10, 3
2015, 9, 10, 1
2015, 11, 10, 0
2014, 11, 10, 13
2013, 11, 10, 1
2015, 7, 10, 0
2015, 6, 10, 1
2014, 8, 10, 0
2013, 1, 10, 5
2011, 11, 10, 3
2014, 3, 10, 0
2015, 4, 10, 0
2014, 1, 10, 0
2012, 9, 10, 1
2014, 9, 10, 1
2013, 4, 10, 3
2015, 4, 10, 1
2015, 3, 10, 0
2010, 6, 10, 17
2013, 10, 10, 0
2014, 4, 10, 0
2013, 6, 10, 0
2009, 9, 10, 6
2015, 3, 10, 3
2013, 3, 10, 4
2015, 2, 10, 0
2014, 1, 10, 0
2014, 6, 10, 0
2015, 6, 10, 0
2015, 8, 10, 0
2012, 7, 10, 0
2014, 10, 10, 0
2014, 6, 10, 1
2014, 7, 10, 0
2013, 10, 10, 8
2013, 2, 10, 3
2010, 4, 10, 3
2014, 9, 10, 0
2013, 5, 10, 0
2013, 6, 10, 6
2010, 2, 10, 7
2013, 4, 10, 1
2013, 9, 10, 3
2011, 7, 10, 19
2014, 6, 10, 0
2014, 4, 10, 0
2013, 5, 10, 0
2013, 1, 10, 2
2015, 4, 10, 0
2014, 5, 10, 0
2010, 2, 10, 20
2013, 3, 10, 3
2015, 6, 10, 0
2009, 4, 10, 1
2013, 2, 10, 0
2015, 10, 10, 0
2010, 10, 10, 12
2011, 5, 10, 0
2014, 6, 10, 1
2012, 1, 10, 7
2011, 2, 10, 0
2009, 9, 10, 8
2011, 2, 10, 0
2014, 9, 10, 2
2015, 3, 10, 0
2012, 12, 10, 0
2014, 7, 10, 0
2014, 9, 10, 1
2015, 2, 10, 0
2014, 11, 10, 2
2011, 5, 10, 0
2015, 10, 10, 1
2012, 11, 10, 0
2014, 6, 10, 1
2011, 12, 10, 0
2014, 10, 10, 1
2015, 4, 10, 2
2012, 6, 10, 2
2015, 11, 10, 1
2012, 12, 10, 2
2012, 9, 10, 0
2013, 3, 10, 2
2011, 7, 10, 2
2012, 6, 10, 0
2015, 10, 10, 1
2015, 1, 10, 0
2013, 2, 10, 0
2013, 2, 10, 0
2015, 10, 10, 2
2015, 3, 10, 1
2015, 7, 10, 0
2012, 7, 10, 2
2011, 9, 10, 2
2014, 11, 10, 0
2011, 2, 10, 4
2015, 11, 10, 0
2014, 9, 10, 1
2010, 7, 10, 5
2010, 6, 10, 2
2014, 2, 10, 2
2013, 10, 10, 2
2012, 4, 10, 0
2014, 6, 10, 2
2011, 9, 10, 4
2015, 2, 10, 0
2015, 9, 10, 0
2010, 12, 10, 7
2015, 4, 10, 0
2011, 2, 10, 88
2012, 9, 10, 2
2015, 2, 10, 0
2015, 7, 10, 1
2015, 1, 10, 0
2014, 11, 10, 0
2015, 2, 10, 0
2015, 11, 10, 0
2013, 12, 10, 2
2015, 8, 10, 0
2014, 9, 10, 2
2013, 7, 10, 2
2013, 6, 10, 2
2011, 3, 10, 5
2014, 4, 10, 2
2014, 5, 9, 0
2013, 2, 9, 1
2014, 5, 9, 1
2013, 11, 9, 2
2011, 6, 9, 4
2015, 3, 9, 0
2008, 10, 9, 9
2009, 11, 9, 12
2012, 3, 9, 0
2015, 10, 9, 1
2014, 3, 9, 1
2013, 2, 9, 2
2013, 4, 9, 3
2014, 2, 9, 1
2012, 3, 9, 2
2010, 10, 9, 7
2015, 10, 9, 0
2010, 10, 9, 53
2014, 4, 9, 1
2010, 1, 9, 1
2015, 3, 9, 0
2010, 12, 9, 4
2014, 6, 9, 0
2015, 5, 9, 0
2011, 6, 9, 5
2013, 4, 9, 2
2015, 8, 9, 2
2015, 5, 9, 0
2014, 11, 9, 0
2015, 5, 9, 0
2015, 4, 9, 0
2014, 12, 9, 0
2011, 11, 9, 1
2011, 6, 9, 1
2013, 3, 9, 1
2015, 3, 9, 0
2014, 3, 9, 3
2015, 2, 9, 1
2013, 5, 9, 0
2013, 10, 9, 0
2013, 10, 9, 0
2012, 10, 9, 4
2014, 7, 9, 8
2011, 7, 9, 1
2012, 7, 9, 16
2015, 6, 9, 1
2011, 10, 9, 4
2011, 11, 9, 6
2010, 2, 9, 35
2015, 11, 9, 1
2012, 6, 9, 24
2014, 11, 9, 1
2015, 9, 9, 0
2012, 4, 9, 5
2013, 10, 9, 14
2015, 7, 9, 0
2013, 12, 9, 1
2013, 5, 9, 4
2011, 10, 9, 5
2013, 9, 9, 0
2014, 12, 9, 1
2013, 5, 9, 2
2011, 4, 9, 1
2014, 7, 9, 2
2015, 10, 9, 2
2014, 10, 9, 3
2011, 10, 9, 1
2013, 12, 9, 1
2012, 3, 9, 6
2014, 1, 9, 1
2014, 2, 9, 0
2013, 7, 9, 0
2014, 2, 9, 7
2010, 11, 9, 1
2010, 10, 9, 1
2012, 6, 9, 1
2013, 1, 9, 8
2011, 11, 9, 0
2015, 12, 9, 1
2015, 3, 9, 0
2014, 9, 9, 0
2012, 11, 9, 1
2013, 10, 9, 3
2014, 12, 9, 1
2014, 2, 9, 5
2010, 11, 9, 5
2012, 4, 9, 10
2015, 2, 9, 0
2015, 1, 9, 0
2011, 10, 9, 4
2013, 1, 9, 1
2013, 4, 9, 0
2015, 4, 9, 0
2014, 7, 9, 1
2013, 5, 9, 1
2012, 5, 9, 4
2012, 1, 9, 0
2014, 4, 9, 0
2011, 3, 9, 2
2010, 10, 9, 7
2015, 10, 9, 1
2012, 5, 9, 0
2014, 9, 9, 1
2012, 7, 9, 1
2011, 9, 9, 6
2016, 1, 9, 0
2014, 5, 9, 1
2014, 3, 9, 0
2013, 1, 9, 0
2015, 3, 9, 0
2015, 3, 9, 0
2013, 7, 9, 2
2010, 11, 9, 7
2011, 6, 9, 10
2012, 4, 9, 0
2013, 4, 9, 7
2011, 12, 9, 4
2014, 10, 9, 4
2015, 6, 9, 0
2011, 7, 9, 8
2013, 10, 9, 7
2015, 3, 9, 1
2011, 7, 9, 0
2013, 2, 9, 1
2012, 12, 9, 0
2015, 5, 9, 0
2015, 3, 9, 12
2008, 6, 9, 29
2011, 1, 9, 0
2015, 11, 9, 0
2013, 10, 9, 0
2012, 12, 9, 8
2013, 2, 9, 2
2010, 10, 9, 0
2016, 1, 9, 2
2014, 9, 9, 0
2011, 1, 9, 16
2014, 11, 9, 0
2015, 4, 9, 0
2010, 11, 9, 1
2012, 1, 9, 1
2015, 6, 9, 0
2014, 4, 9, 0
2015, 1, 9, 1
2014, 10, 9, 1
2012, 10, 9, 6
2015, 11, 9, 0
2008, 9, 9, 5
2015, 10, 9, 1
2013, 5, 9, 0
2010, 8, 8, 0
2011, 7, 8, 6
2010, 11, 8, 5
2014, 5, 8, 2
2015, 2, 8, 4
2012, 5, 8, 2
2016, 1, 8, 2
2011, 9, 8, 0
2014, 11, 8, 0
2011, 7, 8, 4
2012, 12, 8, 0
2011, 9, 8, 1
2008, 9, 8, 58
2012, 1, 8, 0
2010, 11, 8, 6
2011, 4, 8, 0
2011, 8, 8, 0
2014, 10, 8, 0
2012, 4, 8, 0
2014, 2, 8, 1
2013, 9, 8, 1
2014, 11, 8, 4
2012, 2, 8, 0
2014, 11, 8, 0
2012, 4, 8, 0
2010, 7, 8, 0
2015, 3, 8, 0
2013, 4, 8, 2
2010, 3, 8, 2
2012, 5, 8, 0
2015, 3, 8, 0
2009, 1, 8, 0
2012, 2, 8, 1
2015, 2, 8, 0
2015, 2, 8, 0
2010, 10, 8, 0
2013, 2, 8, 2
2013, 11, 8, 2
2015, 7, 8, 6
2012, 9, 8, 0
2011, 9, 8, 0
2015, 7, 8, 0
2014, 4, 8, 1
2015, 6, 8, 0
2009, 10, 8, 0
2014, 11, 8, 1
2014, 10, 8, 0
2015, 3, 8, 1
2015, 11, 8, 0
2013, 9, 8, 2
2013, 10, 8, 2
2015, 9, 8, 0
2015, 9, 8, 1
2011, 3, 8, 0
2013, 2, 8, 5
2015, 11, 8, 0
2014, 9, 8, 0
2014, 3, 8, 0
2015, 10, 8, 0
2014, 9, 8, 0
2015, 5, 8, 0
2015, 1, 8, 1
2013, 11, 8, 3
2010, 12, 8, 0
2015, 10, 8, 6
2014, 7, 8, 0
2015, 6, 8, 0
2014, 6, 8, 3
2014, 6, 8, 0
2013, 11, 8, 1
2014, 7, 8, 0
2012, 4, 8, 19
2014, 2, 8, 3
2013, 6, 8, 4
2011, 12, 8, 1
2009, 11, 8, 3
2011, 6, 8, 17
2012, 8, 8, 1
2012, 12, 8, 6
2015, 9, 8, 0
2015, 6, 8, 4
2009, 12, 8, 3
2015, 3, 8, 1
2011, 10, 8, 9
2015, 1, 8, 1
2015, 1, 8, 3
2015, 4, 8, 0
2013, 9, 8, 0
2014, 12, 8, 0
2013, 12, 8, 0
2013, 12, 8, 0
2013, 12, 8, 0
2011, 4, 8, 9
2011, 3, 8, 1
2012, 5, 8, 0
2014, 10, 8, 1
2011, 4, 8, 1
2015, 1, 8, 4
2013, 6, 8, 0
2012, 1, 8, 14
2015, 4, 8, 0
2012, 11, 8, 0
2015, 12, 8, 0
2014, 3, 8, 1
2010, 11, 8, 3
2010, 10, 8, 13
2015, 9, 8, 0
2015, 6, 8, 0
2014, 3, 8, 0
2011, 12, 8, 0
2014, 10, 8, 0
2015, 10, 8, 3
2013, 3, 8, 1
2014, 7, 8, 1
2014, 1, 8, 0
2015, 10, 8, 0
2013, 7, 8, 1
2010, 5, 8, 7
2009, 5, 8, 9
2010, 12, 8, 5
2013, 12, 8, 3
2012, 9, 8, 0
2015, 11, 8, 0
2012, 9, 8, 0
2011, 6, 8, 1
2013, 7, 8, 4
2011, 6, 8, 7
2013, 5, 8, 4
2012, 11, 8, 0
2014, 9, 8, 1
2013, 12, 8, 1
2013, 1, 8, 0
2015, 4, 8, 1
2013, 1, 8, 3
2013, 1, 8, 0
2011, 4, 8, 1
2013, 5, 8, 0
2012, 11, 8, 0
2014, 1, 8, 10
2013, 6, 7, 0
2011, 7, 7, 10
2013, 4, 7, 1
2014, 3, 7, 4
2013, 9, 7, 10
2009, 6, 7, 0
2012, 11, 7, 0
2010, 3, 7, 4
2012, 2, 7, 10
2013, 2, 7, 0
2013, 3, 7, 0
2015, 12, 7, 0
2013, 9, 7, 1
2012, 4, 7, 12
2011, 6, 7, 1
2014, 4, 7, 1
2013, 4, 7, 4
2015, 6, 7, 1
2009, 6, 7, 5
2011, 3, 7, 12
2015, 9, 7, 0
2015, 2, 7, 0
2015, 10, 7, 0
2012, 3, 7, 9
2014, 7, 7, 1
2014, 1, 7, 0
2013, 3, 7, 1
2013, 10, 7, 0
2013, 12, 7, 0
2015, 5, 7, 0
2013, 4, 7, 3
2014, 6, 7, 0
2015, 11, 7, 0
2015, 8, 7, 0
2012, 6, 7, 13
2009, 10, 7, 1
2015, 8, 7, 0
2014, 1, 7, 3
2009, 3, 7, 1
2013, 1, 7, 5
2014, 11, 7, 0
2014, 2, 7, 0
2011, 1, 7, 14
2012, 11, 7, 14
2015, 2, 7, 1
2015, 4, 7, 0
2014, 1, 7, 3
2015, 7, 7, 0
2011, 6, 7, 15
2013, 9, 7, 3
2013, 3, 7, 1
2011, 7, 7, 7
2013, 6, 7, 0
2014, 3, 7, 0
2014, 4, 7, 1
2014, 7, 7, 1
2013, 7, 7, 0
2013, 4, 7, 5
2013, 2, 7, 5
2008, 5, 7, 16
2014, 2, 7, 0
2013, 9, 7, 0
2015, 6, 7, 1
2014, 2, 7, 0
2013, 10, 7, 0
2014, 7, 7, 0
2015, 3, 7, 1
2015, 3, 7, 1
2015, 10, 7, 3
2011, 12, 7, 3
2012, 11, 7, 1
2015, 5, 7, 0
2014, 5, 7, 0
2015, 4, 7, 1
2015, 11, 7, 0
2014, 2, 7, 3
2012, 7, 7, 4
2015, 3, 7, 3
2015, 6, 7, 0
2014, 5, 7, 0
2010, 3, 7, 3
2014, 2, 7, 3
2012, 11, 7, 9
2013, 4, 7, 1
2010, 7, 7, 4
2013, 6, 7, 1
2011, 5, 7, 8
2010, 8, 7, 5
2012, 10, 7, 1
2013, 6, 7, 0
2013, 1, 7, 1
2015, 2, 7, 0
2011, 7, 7, 3
2015, 10, 7, 1
2014, 6, 7, 7
2014, 10, 7, 1
2016, 1, 7, 0
2012, 1, 7, 4
2015, 2, 7, 1
2012, 5, 7, 4
2014, 7, 7, 1
2014, 9, 7, 6
2015, 4, 7, 5
2015, 4, 7, 0
2011, 4, 7, 2
2015, 3, 7, 1
2011, 7, 7, 0
2012, 2, 7, 2
2015, 5, 7, 0
2014, 10, 7, 0
2011, 9, 7, 4
2014, 2, 7, 1
2013, 1, 7, 1
2009, 3, 7, 2
2011, 8, 7, 2
2014, 10, 7, 0
2015, 4, 7, 0
2012, 12, 7, 2
2015, 2, 7, 0
2013, 6, 7, 1
2015, 3, 7, 0
2015, 7, 7, 0
2011, 7, 7, 1
2015, 7, 7, 0
2012, 9, 7, 1
2010, 5, 7, 1
2016, 1, 7, 0
2015, 4, 7, 0
2015, 4, 7, 0
2015, 2, 7, 0
2015, 2, 7, 0
2012, 3, 7, 0
2010, 3, 7, 5
2013, 7, 7, 2
2012, 3, 7, 0
2012, 10, 7, 0
2015, 2, 7, 0
2015, 2, 7, 0
2014, 1, 7, 1
2013, 8, 7, 1
2013, 6, 7, 1
2015, 1, 7, 2
2015, 1, 7, 0
2013, 1, 7, 6
2014, 8, 7, 0
2012, 5, 7, 2
2010, 8, 7, 0
2013, 12, 7, 1
2014, 10, 7, 0
2015, 5, 7, 0
2013, 4, 7, 1
2013, 10, 7, 2
2011, 10, 7, 2
2014, 4, 7, 2
2015, 2, 7, 2
2015, 3, 7, 0
2013, 12, 7, 1
2014, 11, 7, 0
2014, 1, 7, 2
2009, 6, 7, 55
2010, 4, 7, 1
2012, 12, 7, 0
2014, 5, 7, 0
2014, 11, 7, 0
2011, 8, 7, 0
2014, 8, 7, 2
2015, 3, 7, 0
2011, 6, 7, 0
2011, 12, 7, 2
2014, 11, 7, 0
2011, 3, 7, 0
2012, 3, 7, 0
2013, 4, 7, 2
2012, 2, 7, 7
2014, 12, 7, 2
2012, 11, 7, 2
2015, 1, 7, 0
2013, 12, 7, 2
2011, 1, 7, 0
2013, 3, 7, 0
2014, 10, 6, 1
2015, 2, 6, 0
2015, 4, 6, 0
2013, 2, 6, 5
2014, 10, 6, 1
2015, 7, 6, 0
2014, 10, 6, 1
2010, 7, 6, 1
2015, 2, 6, 0
2011, 1, 6, 0
2013, 3, 6, 0
2014, 9, 6, 1
2008, 5, 6, 14
2011, 10, 6, 1
2015, 9, 6, 0
2013, 8, 6, 1
2014, 9, 6, 0
2015, 3, 6, 0
2012, 1, 6, 8
2014, 10, 6, 0
2011, 4, 6, 9
2011, 4, 6, 1
2014, 5, 6, 1
2015, 3, 6, 0
2014, 5, 6, 0
2012, 1, 6, 2
2014, 8, 6, 0
2015, 6, 6, 0
2015, 7, 6, 0
2012, 1, 6, 0
2013, 5, 6, 2
2014, 5, 6, 0
2015, 4, 6, 0
2013, 8, 6, 3
2013, 2, 6, 0
2014, 9, 6, 49
2014, 8, 6, 3
2014, 10, 6, 0
2014, 9, 6, 0
2015, 5, 6, 0
2013, 3, 6, 3
2014, 10, 6, 0
2014, 7, 6, 1
2014, 3, 6, 2
2011, 8, 6, 8
2012, 10, 6, 0
2014, 5, 6, 0
2014, 7, 6, 0
2015, 4, 6, 0
2011, 7, 6, 0
2014, 7, 6, 1
2015, 5, 6, 4
2013, 2, 6, 12
2015, 7, 6, 1
2015, 8, 6, 0
2014, 10, 6, 3
2015, 6, 6, 0
2013, 5, 6, 0
2015, 3, 6, 1
2012, 3, 6, 5
2011, 5, 6, 1
2013, 2, 6, 3
2008, 9, 6, 6
2010, 11, 6, 16
2015, 10, 6, 0
2013, 6, 6, 2
2012, 10, 6, 0
2015, 1, 6, 1
2014, 4, 6, 0
2012, 3, 6, 0
2015, 1, 6, 0
2013, 11, 6, 1
2015, 4, 6, 1
2013, 9, 6, 1
2014, 8, 6, 0
2014, 7, 6, 2
2010, 9, 6, 0
2015, 6, 6, 0
2015, 10, 6, 0
2010, 12, 6, 1
2013, 4, 6, 3
2014, 10, 6, 15
2011, 1, 6, 3
2013, 1, 6, 2
2014, 9, 6, 0
2012, 7, 6, 0
2012, 7, 6, 0
2015, 12, 6, 1
2013, 10, 6, 1
2015, 2, 6, 0
2012, 10, 6, 2
2011, 3, 6, 0
2010, 3, 6, 47
2015, 9, 6, 0
2012, 5, 6, 1
2015, 6, 6, 0
2014, 5, 6, 1
2013, 9, 6, 0
2015, 2, 6, 0
2012, 9, 6, 2
2014, 8, 6, 0
2013, 5, 6, 2
2010, 12, 6, 2
2014, 12, 6, 1
2014, 2, 6, 3
2011, 12, 6, 4
2015, 9, 6, 1
2014, 2, 6, 0
2010, 12, 6, 0
2013, 4, 6, 0
2014, 4, 6, 0
2015, 2, 6, 0
2014, 10, 6, 0
2012, 3, 6, 4
2013, 6, 6, 4
2011, 11, 6, 2
2014, 2, 6, 2
2014, 4, 6, 4
2014, 11, 6, 0
2011, 9, 6, 4
2015, 3, 6, 0
2011, 9, 6, 25
2014, 12, 6, 0
2015, 11, 6, 1
2012, 3, 6, 1
2009, 9, 6, 1
2010, 12, 6, 1
2011, 4, 6, 1
2011, 6, 6, 2
2013, 7, 6, 0
2013, 1, 6, 0
2012, 5, 6, 0
2015, 3, 6, 0
2013, 6, 6, 9
2014, 10, 6, 0
2013, 12, 6, 2
2011, 2, 6, 9
2012, 9, 6, 2
2013, 10, 6, 0
2015, 1, 6, 0
